Name;MP;Area;County;Electorate;CON;LAB;LIB;UKIP;Green;NAT;MIN;OTH;CON chance;LAB chance;LIB chance;UKIP chance;Green chance;NAT chance;MIN chance;OTH chance
Dudley;Unknown (Reform gain from LAB);7;Black Country;70151;6467;6069;2987;17092;2350;0;721;630;0.019;0.014;0.001;0.965;0.000;0.000;0.000;0.000
Dulwich and West Norwood;Helen Hayes;11;Lambeth;74265;3033;17803;6968;6168;9655;0;0;366;0.001;0.890;0.018;0.014;0.077;0.000;0.000;0.000
Dunstable and Leighton Buzzard;Unknown (Reform gain from LAB);9;Bedfordshire;76742;10963;9517;6873;14341;3522;0;0;399;0.231;0.124;0.026;0.618;0.000;0.000;0.000;0.000
Durham North;Unknown (Reform gain from LAB);3;Durham;73235;4610;10306;4537;17627;2687;0;1194;223;0.001;0.116;0.002;0.880;0.001;0.000;0.000;0.000
Durham, City of;Unknown (Reform gain from LAB);3;Durham;70582;4231;12635;5930;13446;3347;0;0;483;0.004;0.427;0.013;0.552;0.002;0.000;0.000;0.000
Ealing Central and Acton;Rupa Huq;11;Ealing;78436;5644;15380;8358;8715;7039;0;1505;331;0.017;0.754;0.083;0.108;0.037;0.000;0.000;0.000
Ealing North;James Murray;11;Ealing;74820;5956;13368;4858;9849;4653;0;2461;315;0.031;0.695;0.017;0.242;0.015;0.000;0.000;0.000
Ealing Southall;Deirdre Costigan;11;Ealing;78669;4102;13458;6049;10992;6025;0;2973;993;0.011;0.622;0.034;0.303;0.029;0.000;0.000;0.000
Earley and Woodley;Yuan Yang;12;Berkshire;73548;11290;12829;7689;8372;4342;0;0;489;0.334;0.489;0.072;0.101;0.003;0.000;0.000;0.000
Easington;Unknown (Reform gain from LAB);3;Durham;69411;2144;8720;2578;19020;2261;0;0;956;0.000;0.025;0.000;0.975;0.000;0.000;0.000;0.000
East Grinstead and Uckfield;Mims Davies;12;West Sussex;75385;14563;7422;11542;9193;5234;0;0;2233;0.593;0.049;0.222;0.120;0.014;0.000;0.000;0.001
East Ham;Stephen Timms;11;Newham;79086;2231;10684;4165;8392;5648;0;4424;346;0.004;0.627;0.026;0.276;0.061;0.000;0.004;0.000
Eastbourne;Josh Babarinde;12;East Sussex;72592;7594;3324;16602;14424;2318;0;0;369;0.020;0.000;0.642;0.337;0.000;0.000;0.000;0.000
Eastleigh;Unknown (Reform gain from LIB);12;Hampshire;69965;9647;5939;12717;13596;3027;0;0;446;0.118;0.015;0.376;0.490;0.001;0.000;0.000;0.000
Edmonton and Winchmore Hill;Kate Osamor;11;Enfield;75792;6022;12919;5281;9271;4427;0;561;944;0.049;0.704;0.018;0.212;0.015;0.000;0.000;0.000
Ellesmere Port and Bromborough;Justin Madders;4;Cheshire;70799;4081;15477;3886;13979;3193;0;0;452;0.001;0.589;0.000;0.408;0.001;0.000;0.000;0.000
Eltham and Chislehurst;Clive Efford;11;Greenwich;74224;7748;14140;4817;12801;4016;0;395;345;0.048;0.558;0.006;0.386;0.001;0.000;0.000;0.000
Ely and East Cambridgeshire;Charlotte Cane;9;Cambridgeshire;79112;13166;6726;14227;13165;3658;0;0;690;0.299;0.023;0.376;0.300;0.002;0.000;0.000;0.000
Enfield North;Feryal Clark;11;Enfield;78770;6469;13612;4992;11051;4510;0;623;734;0.036;0.663;0.012;0.281;0.008;0.000;0.000;0.000
Epping Forest;Neil Hudson;9;Essex;72229;13153;8079;6961;9304;3187;0;0;1701;0.659;0.112;0.052;0.172;0.004;0.000;0.000;0.000
Epsom and Ewell;Helen Maguire;12;Surrey;77530;12146;7677;17253;12764;2724;0;0;624;0.158;0.022;0.618;0.201;0.001;0.000;0.000;0.000
Erewash;Unknown (Reform gain from LAB);8;Derbyshire;71497;8163;10260;4135;15396;3602;0;0;542;0.068;0.187;0.002;0.742;0.000;0.000;0.000;0.000
Erith and Thamesmead;Abena Oppong-Asare;11;Greenwich;78886;4220;13077;4172;11367;4482;0;1214;124;0.003;0.600;0.005;0.385;0.007;0.000;0.000;0.000
Esher and Walton;Monica Harding;12;Surrey;74042;12202;4441;22656;10610;2282;0;0;328;0.064;0.001;0.902;0.032;0.000;0.000;0.000;0.000
Essex North West;Unknown (Reform gain from CON);9;Essex;79824;14549;11268;8116;14749;3901;0;0;1112;0.405;0.148;0.030;0.415;0.001;0.000;0.000;0.000
Exeter;Steve Race;10;Devon;67840;5194;12603;4978;10474;6110;0;0;625;0.021;0.605;0.018;0.328;0.027;0.000;0.000;0.000
Exmouth and Exeter East;Unknown (Reform gain from CON);10;Devon;79983;9849;11126;10233;15351;3301;0;0;753;0.113;0.177;0.125;0.584;0.001;0.000;0.000;0.000
Fareham and Waterlooville;Unknown (Reform gain from CON);12;Hampshire;77691;12624;7429;9511;16655;3100;0;0;601;0.243;0.022;0.069;0.666;0.000;0.000;0.000;0.000
Farnham and Bordon;Gregory Stafford;12;Surrey;75918;15728;5986;15167;11610;3405;0;0;545;0.448;0.010;0.403;0.138;0.000;0.000;0.000;0.000
Faversham and Mid Kent;Unknown (Reform gain from CON);12;Kent;74301;10761;8292;5768;16484;4461;0;0;464;0.152;0.054;0.016;0.774;0.003;0.000;0.000;0.000
Feltham and Heston;Unknown (Reform gain from LAB);11;Hounslow;76983;5428;9672;3877;12508;3270;0;1630;1152;0.026;0.303;0.010;0.654;0.006;0.000;0.000;0.000
Filton and Bradley Stoke;Claire Hazelgrove;10;Bristol area;77584;8508;16218;5482;13453;5198;0;0;273;0.054;0.600;0.009;0.331;0.005;0.000;0.000;0.000
Finchley and Golders Green;Sarah Sackman;11;Barnet;77500;11675;16525;6518;8370;4503;0;0;528;0.194;0.722;0.017;0.064;0.002;0.000;0.000;0.000
Folkestone and Hythe;Unknown (Reform gain from LAB);12;Kent;70056;8582;9287;3678;16153;4577;0;0;596;0.072;0.104;0.002;0.817;0.004;0.000;0.000;0.000
Forest of Dean;Unknown (Reform gain from LAB);10;Gloucestershire;72052;12028;10326;4486;14884;5142;0;0;432;0.260;0.138;0.011;0.585;0.005;0.000;0.000;0.000
Frome and East Somerset;Unknown (Reform gain from LIB);10;Somerset;70378;7672;5697;13307;13566;4774;0;0;689;0.058;0.013;0.452;0.471;0.005;0.000;0.000;0.000
Fylde;Unknown (Reform gain from CON);4;Lancashire;77100;11272;9562;5289;16781;2503;0;0;2356;0.186;0.114;0.007;0.689;0.001;0.000;0.000;0.001
Gainsborough;Unknown (Reform gain from CON);8;Lincolnshire;75836;11285;7827;6116;17956;2615;0;0;503;0.140;0.024;0.005;0.830;0.000;0.000;0.000;0.000
Gateshead Central and Whickham;Unknown (Reform gain from LAB);3;Newcastle area;69823;3694;11522;5247;14873;3520;0;0;576;0.004;0.275;0.007;0.713;0.001;0.000;0.000;0.000
Gedling;Michael Payne;8;Nottinghamshire;77006;6970;15872;4629;15380;3961;0;0;373;0.020;0.531;0.002;0.446;0.001;0.000;0.000;0.000
Gillingham and Rainham;Unknown (Reform gain from LAB);12;Kent;73523;8243;9032;4371;15310;3524;0;0;626;0.083;0.099;0.006;0.810;0.001;0.000;0.000;0.000
Glastonbury and Somerton;Sarah Joanne Dyke;10;Somerset;72982;11087;3043;15274;13965;3321;0;0;442;0.136;0.000;0.509;0.355;0.000;0.000;0.000;0.000
Gloucester;Unknown (Reform gain from LAB);10;Gloucestershire;79475;9619;9796;5749;14348;3996;0;1135;530;0.153;0.145;0.029;0.663;0.009;0.000;0.000;0.000
Godalming and Ash;Jeremy Hunt;12;Surrey;74168;18958;3280;18058;10667;2288;0;0;436;0.505;0.000;0.443;0.051;0.000;0.000;0.000;0.000
Goole and Pocklington;Unknown (Reform gain from CON);5;Humber area;78287;12869;9492;5599;17325;3127;0;0;609;0.214;0.075;0.006;0.704;0.000;0.000;0.000;0.000
Gorton and Denton;Unknown (Reform gain from LAB);4;Central Manchester;78125;1862;10042;3511;12124;5328;0;3014;0;0.000;0.304;0.004;0.677;0.014;0.000;0.000;0.000
Gosport;Unknown (Reform gain from CON);12;Hampshire;73261;12117;6982;5358;16282;2940;0;0;687;0.230;0.022;0.012;0.734;0.001;0.000;0.000;0.000
Grantham and Bourne;Unknown (Reform gain from CON);8;Lincolnshire;73280;11406;7253;4554;17672;3018;0;0;1699;0.186;0.030;0.006;0.778;0.000;0.000;0.000;0.000
Gravesham;Unknown (Reform gain from LAB);12;Kent;73088;9606;9285;3982;16079;3414;0;0;352;0.111;0.092;0.002;0.794;0.000;0.000;0.000;0.000
Great Grimsby and Cleethorpes;Unknown (Reform gain from LAB);5;Humber area;78875;5697;8195;2788;17451;2580;0;0;540;0.008;0.035;0.000;0.957;0.000;0.000;0.000;0.000
Great Yarmouth;Rupert Lowe;9;Norfolk;73317;6589;6847;3083;21321;2745;0;0;634;0.004;0.002;0.000;0.994;0.000;0.000;0.000;0.000
Greenwich and Woolwich;Matthew Pennycook;11;Greenwich;73573;3396;14795;6273;8687;7303;0;667;308;0.002;0.815;0.025;0.109;0.048;0.000;0.000;0.000
Guildford;Zöe Franklin;12;Surrey;70734;10719;4741;18277;10185;3060;0;0;351;0.091;0.002;0.831;0.075;0.001;0.000;0.000;0.000
Hackney North and Stoke Newington;Diane Abbott;11;Hackney;77797;2529;15598;5048;6315;10351;0;0;602;0.002;0.810;0.006;0.021;0.160;0.000;0.000;0.000
Hackney South and Shoreditch;Meg Hillier;11;Hackney;78262;1918;15655;5229;5715;11083;0;1019;171;0.000;0.788;0.007;0.011;0.193;0.000;0.000;0.000
Halesowen;Unknown (Reform gain from LAB);7;Black Country;68549;7030;8149;4026;15587;3291;0;0;373;0.038;0.078;0.003;0.879;0.000;0.000;0.000;0.000
Halifax;Unknown (Reform gain from LAB);5;West Yorkshire;77516;5475;8756;3695;15425;3883;0;2155;624;0.017;0.112;0.001;0.865;0.004;0.000;0.000;0.000
Hamble Valley;Unknown (Reform gain from CON);12;Hampshire;80537;14688;6184;13286;15490;3308;0;0;512;0.323;0.006;0.243;0.427;0.000;0.000;0.000;0.000
Hammersmith and Chiswick;Andy Slaughter;11;Hammersmith and Fulham;75860;7418;18151;6570;6903;5274;0;421;541;0.036;0.916;0.017;0.025;0.006;0.000;0.000;0.000
Hampshire East;Unknown (LIB gain from CON);12;Hampshire;71965;14182;4045;15004;12825;2988;0;0;606;0.331;0.002;0.426;0.241;0.000;0.000;0.000;0.000
Hampshire North East;Alex Brewer;12;Hampshire;76975;16018;4299;18344;12995;2500;0;0;684;0.310;0.002;0.537;0.151;0.000;0.000;0.000;0.000
Hampshire North West;Unknown (Reform gain from CON);12;Hampshire;78629;12850;9161;8473;15194;3907;0;0;616;0.306;0.066;0.055;0.570;0.002;0.000;0.000;0.000
Hampstead and Highgate;Tulip Siddiq;11;Camden;80029;6180;17287;8912;7761;7829;0;0;591;0.015;0.845;0.069;0.035;0.035;0.000;0.000;0.000
Harborough, Oadby and Wigston;Neil O'Brien;8;Leicestershire;77407;13559;10400;6571;13000;4885;0;0;438;0.425;0.159;0.022;0.390;0.003;0.000;0.000;0.000
Harlow;Unknown (Reform gain from LAB);9;Essex;74683;9673;9275;3822;16522;3372;0;0;437;0.097;0.075;0.001;0.826;0.000;0.000;0.000;0.000
Harpenden and Berkhamsted;Victoria Collins;9;Hertfordshire;72242;12410;5281;22180;10123;2672;0;0;340;0.073;0.002;0.901;0.024;0.000;0.000;0.000;0.000
Harrogate and Knaresborough;Tom Gordon;5;North Yorkshire;77970;10842;4906;18515;13451;2370;0;0;577;0.067;0.002;0.717;0.214;0.000;0.000;0.000;0.000
Harrow East;Bob Blackman;11;Harrow;76386;17391;8163;4744;10440;3510;0;600;946;0.831;0.054;0.005;0.109;0.001;0.000;0.000;0.000
Harrow West;Gareth Thomas;11;Harrow;79902;9044;12758;5396;10641;3780;0;0;1942;0.156;0.558;0.018;0.255;0.010;0.000;0.000;0.001
Hartlepool;Unknown (Reform gain from LAB);3;Teesside;71437;5082;9416;2279;16792;1667;0;307;644;0.005;0.089;0.000;0.905;0.000;0.000;0.000;0.000
Harwich and North Essex;Unknown (Reform gain from CON);9;Essex;76579;12520;9811;5231;15727;3969;0;0;397;0.291;0.088;0.009;0.610;0.001;0.000;0.000;0.000
Hastings and Rye;Unknown (Reform gain from LAB);12;East Sussex;75939;6556;13232;4254;14494;5892;0;548;219;0.027;0.385;0.004;0.575;0.009;0.000;0.000;0.000
Havant;Unknown (Reform gain from CON);12;Hampshire;72346;9054;7747;4710;16572;3491;0;870;0;0.074;0.042;0.008;0.874;0.001;0.000;0.000;0.000
Hayes and Harlington;John McDonnell;11;Hillingdon;74405;5419;11932;3425;10913;3296;0;1678;0;0.022;0.540;0.004;0.429;0.004;0.000;0.000;0.000
Hazel Grove;Lisa Smart;4;Eastern Manchester;72843;6212;8692;13840;13546;2457;0;0;322;0.011;0.071;0.467;0.451;0.000;0.000;0.000;0.000
Hemel Hempstead;Unknown (Reform gain from LAB);9;Hertfordshire;71038;9439;10783;6131;12754;3856;0;0;337;0.160;0.292;0.019;0.525;0.003;0.000;0.000;0.000
Hendon;David Pinto-Duschinsky;11;Barnet;74865;9972;10969;4583;9300;3817;0;1183;158;0.290;0.439;0.012;0.251;0.007;0.000;0.000;0.000
Henley and Thame;Freddie Van Mierlo;12;Oxfordshire;73749;14956;3903;19408;10540;2899;0;0;702;0.251;0.001;0.692;0.056;0.000;0.000;0.000;0.000
Hereford and South Herefordshire;Unknown (Reform gain from CON);7;Hereford and Worcestershire;72203;10404;8115;6212;16234;3846;0;0;508;0.158;0.060;0.011;0.767;0.003;0.000;0.000;0.000
Herefordshire North;Ellie Chowns;7;Hereford and Worcestershire;72797;11676;2555;3713;15228;15702;0;0;535;0.125;0.000;0.000;0.425;0.449;0.000;0.000;0.000
